,id,class,is_athelete,grad_school,degree,time_between
5236,3968,2008,0,0,NA,NA
5237,3969,2007,1,0,NA,NA
5238,3970,2006,1,1,OTHER,9
5239,3971,2009,0,1,LAW,3
5240,3972,2004,0,0,NA,NA
5241,3972,2004,0,0,NA,NA
5242,3972,2004,0,0,NA,NA
5243,3973,2007,0,0,NA,NA
5244,3974,2011,1,0,NA,NA
5245,3974,2011,1,0,NA,NA
5246,3975,2010,1,1,NA,3
5247,3976,2014,0,0,NA,NA
5248,3976,2014,0,0,NA,NA
5249,3976,2014,0,0,NA,NA
5250,3977,2016,0,0,NA,NA
5251,3978,2019,1,1,OTHER,3
5252,3979,2012,1,1,OTHER MS,1
5253,3980,2016,0,0,NA,NA
5254,3981,2004,1,1,LAW,2
5255,3982,2009,1,0,NA,NA
5256,3983,2007,1,1,MEDICAL,1
5257,3983,2007,1,1,OTHER,4
5258,3984,2003,0,0,NA,NA
5259,3985,2008,1,0,NA,NA
5260,3986,2002,1,0,NA,NA
5261,3987,2017,1,1,LAW,2
5262,3988,2005,1,1,LAW,1
5263,3989,2005,0,1,BUSINESS,1
5264,3990,2005,0,0,NA,NA
5265,3990,2005,0,0,NA,NA
5266,3991,2001,0,1,LAW,8
5267,3992,2005,0,0,NA,NA
5268,3993,2014,0,0,NA,NA
5269,3993,2014,0,0,NA,NA
5270,3993,2014,0,0,NA,NA
5271,3994,2016,0,1,MEDICAL,3
5272,3995,2010,0,0,NA,NA
5273,3996,2016,0,0,NA,NA
5274,3997,2012,0,0,NA,NA
5275,3998,2006,0,0,NA,NA
5276,3999,2009,1,1,BUSINESS,7
5277,4000,2001,0,1,BUSINESS,3
5278,4001,2001,1,0,NA,NA
5279,4002,2014,1,1,OTHER,10
5280,4002,2014,1,1,LAW,4
5281,4003,2004,1,0,NA,NA
5282,4004,2014,0,0,NA,NA
5283,4004,2014,0,0,NA,NA
5284,4004,2014,0,0,NA,NA
5285,4004,2014,0,0,NA,NA
5286,4004,2014,0,0,NA,NA
5287,4005,2019,1,1,LAW,8
5288,4006,2009,1,0,NA,NA
5289,4007,2013,1,0,NA,NA
5290,4007,2013,1,0,NA,NA
5291,4008,2004,1,0,NA,NA
5292,4008,2004,1,0,NA,NA
5293,4009,2004,1,1,OTHER,8
5294,4010,2013,1,1,LAW,7
5295,4011,2014,0,1,LAW,1
5296,4012,2002,0,0,NA,NA
5297,4013,2002,1,0,NA,NA
5298,4013,2002,1,0,NA,NA
5299,4013,2002,1,0,NA,NA
5300,4013,2002,1,0,NA,NA
5301,4014,2009,0,1,LAW,8
5302,4015,2003,0,0,NA,NA
5303,4016,2007,0,1,BUSINESS,6
5304,4017,2005,0,0,NA,NA
5305,4017,2005,0,0,NA,NA
5306,4017,2005,0,0,NA,NA
5307,4018,2010,1,0,NA,NA
5308,4019,2004,1,1,NA,3
5309,4020,2004,0,0,NA,NA
5310,4021,2015,1,0,NA,NA
5311,4021,2015,1,0,NA,NA
5312,4022,2009,1,1,OTHER MS,15
5313,4023,2002,1,0,NA,NA
5314,4023,2002,1,0,NA,NA
5315,4023,2002,1,0,NA,NA
5316,4024,2004,0,1,OTHER,2
5317,4024,2004,0,1,OTHER,2
5318,4025,2005,1,0,NA,NA
5319,4026,2018,0,1,STEM MS,7
5320,4027,2003,0,1,OTHER PhD,3
5321,4028,2003,1,1,OTHER,3
5322,4029,2010,0,1,OTHER MS,2
5323,4029,2010,0,1,STEM PhD,6
5324,4030,2008,0,1,NA,2
5325,4031,2007,0,1,OTHER MS,4
5326,4032,2014,1,1,MEDICAL,1
5327,4033,2008,0,0,NA,NA
5328,4034,2001,0,1,MEDICAL,5
5329,4035,2003,1,0,NA,NA
5330,4036,2016,0,0,NA,NA
5331,4037,2017,0,1,OTHER,6
5332,4037,2017,0,1,OTHER,17
5333,4038,2001,1,1,LAW,1
5334,4039,2009,1,0,NA,NA
5335,4040,2018,0,1,BUSINESS,2
5336,4041,2005,0,1,LAW,3
5337,4042,2015,1,1,LAW,1
5338,4043,2015,1,0,NA,NA
5339,4044,2012,0,0,NA,NA
5340,4045,2004,1,0,NA,NA
5341,4046,2006,1,0,NA,NA
5342,4047,2006,0,1,MEDICAL,2
5343,4048,2005,1,1,STEM MS,9
5344,4049,2009,1,1,MEDICAL,4
5345,4050,2017,0,1,OTHER,3
5346,4051,2001,1,1,STEM PhD,4
5347,4052,2002,0,0,NA,NA
5348,4053,2005,0,1,NA,2
5349,4054,2013,1,0,NA,NA
5350,4055,2011,1,1,OTHER,1
5351,4056,2017,1,1,MEDICAL,3
5352,4057,2013,0,0,NA,NA
5353,4058,2004,1,0,NA,NA
5354,4059,2014,1,0,NA,NA
5355,4059,2014,1,0,NA,NA
5356,4060,2011,0,0,NA,NA
5357,4061,2012,0,0,NA,NA
5358,4062,2007,0,1,OTHER,2
5359,4063,2009,0,1,BUSINESS,5
5360,4064,2009,1,1,LAW,4
5361,4065,2008,0,1,OTHER MS,8
5362,4066,2010,0,0,NA,NA
5363,4067,2012,0,1,LAW,4
5364,4068,2019,0,0,NA,NA
5365,4068,2019,0,0,NA,NA
5366,4069,2011,0,0,NA,NA
5367,4069,2011,0,0,NA,NA
5368,4070,2001,0,1,OTHER,2
5369,4071,2011,0,1,OTHER,3
5370,4072,2007,1,1,LAW,3
5371,4073,2011,1,0,NA,NA
5372,4074,2015,0,1,LAW,4
5373,4074,2015,0,1,STEM MS,3
5374,4074,2015,0,1,BUSINESS,4
5375,4075,2005,1,1,OTHER PhD,10
5376,4076,2008,0,0,NA,NA
5377,4076,2008,0,0,NA,NA
5378,4077,2001,1,1,BUSINESS,2
5379,4077,2001,1,1,OTHER,6
5380,4078,2011,0,1,OTHER,5
5381,4079,2010,1,0,NA,NA
5382,4080,2005,1,1,OTHER MS,2
5383,4081,2016,0,1,LAW,7
5384,4082,2003,1,0,NA,NA
5385,4083,2014,0,1,LAW,3
5386,4083,2014,0,1,STEM MS,2
5387,4083,2014,0,1,STEM PhD,4
5388,4084,2003,1,0,NA,NA
5389,4085,2004,0,0,NA,NA
5390,4085,2004,0,0,NA,NA
5391,4086,2008,0,0,NA,NA
5392,4087,2012,0,1,LAW,2
5393,4088,2009,0,1,LAW,14
5394,4089,2019,0,0,NA,NA
5395,4090,2009,1,0,NA,NA
5396,4091,2016,0,1,OTHER,2
5397,4092,2013,1,0,NA,NA
5398,4093,2018,0,1,NA,3
5399,4094,2014,1,1,OTHER,1
5400,4095,2018,1,0,NA,NA
5401,4096,2008,0,0,NA,NA
5402,4097,2005,1,1,LAW,2
5403,4098,2015,1,1,LAW,13
5404,4099,2013,1,0,NA,NA
5405,4099,2013,1,0,NA,NA
5406,4100,2008,1,0,NA,NA
5407,4101,2004,0,0,NA,NA
5408,4102,2001,0,0,NA,NA
5409,4103,2014,0,1,BUSINESS,13
5410,4103,2014,0,1,MEDICAL,2
5411,4103,2014,0,1,BUSINESS,11
5412,4104,2007,1,1,OTHER,1
5413,4104,2007,1,1,LAW,2
5414,4105,2007,0,0,NA,NA
5415,4105,2007,0,0,NA,NA
5416,4105,2007,0,0,NA,NA
5417,4105,2007,0,0,NA,NA
5418,4105,2007,0,0,NA,NA
5419,4106,2002,0,1,BUSINESS,2
5420,4107,2018,0,1,BUSINESS,7
5421,4108,2009,1,0,NA,NA
5422,4108,2009,1,0,NA,NA
5423,4108,2009,1,0,NA,NA
5424,4109,2005,0,0,NA,NA
5425,4110,2015,1,1,BUSINESS,2
5426,4110,2015,1,1,OTHER MS,3
5427,4111,2007,0,1,OTHER MS,5
5428,4112,2006,0,0,NA,NA
5429,4113,2018,1,1,LAW,6
5430,4114,2014,1,1,LAW,3
5431,4115,2005,1,1,LAW,6
5432,4116,2009,0,1,MEDICAL,2
5433,4117,2014,1,1,LAW,3
5434,4118,2009,1,0,NA,NA
5435,4118,2009,1,0,NA,NA
5436,4119,2006,0,1,BUSINESS,0
5437,4120,2013,1,0,NA,NA
5438,4121,2011,1,1,OTHER,2
5439,4122,2009,0,0,NA,NA
5440,4123,2004,0,1,LAW,2
5441,4123,2004,0,1,LAW,5
5442,4123,2004,0,1,STEM MS,5
5443,4124,2013,1,0,NA,NA
5444,4125,2009,0,0,NA,NA
5445,4126,2006,0,0,NA,NA
5446,4127,2017,1,1,OTHER MS,2
5447,4128,2004,0,1,OTHER,1
5448,4128,2004,0,1,OTHER MS,1
5449,4129,2012,0,1,OTHER PhD,2
5450,4130,2014,0,1,MEDICAL,5
5451,4130,2014,0,1,OTHER,14
5452,4131,2012,0,1,LAW,5
5453,4132,2001,1,0,NA,NA
5454,4133,2015,0,0,NA,NA
5455,4134,2002,1,0,NA,NA
5456,4134,2002,1,0,NA,NA
5457,4135,2011,0,1,OTHER MS,1
5458,4136,2003,0,1,LAW,4
5459,4137,2015,1,0,NA,NA
5460,4138,2015,1,0,NA,NA
5461,4139,2011,0,0,NA,NA
5462,4140,2018,0,1,NA,2
5463,4140,2018,0,1,LAW,3
5464,4141,2004,0,1,OTHER MS,3
5465,4142,2008,0,1,LAW,1
5466,4143,2002,1,0,NA,NA
5467,4144,2003,1,0,NA,NA
5468,4145,2013,0,1,OTHER,6
5469,4146,2009,1,1,LAW,3
5470,4147,2007,0,0,NA,NA
5471,4148,2006,0,1,OTHER MS,13
5472,4149,2016,0,1,STEM PhD,4
5473,4150,2014,0,0,NA,NA
5474,4151,2008,0,1,LAW,0
5475,4152,2019,1,0,NA,NA
5476,4153,2008,0,0,NA,NA
5477,4153,2008,0,0,NA,NA
5478,4154,2002,0,0,NA,NA
5479,4155,2014,1,0,NA,NA
5480,4156,2009,0,0,NA,NA
5481,4157,2001,0,1,NA,2
5482,4157,2001,0,1,OTHER,16
5483,4158,2010,1,0,NA,NA
5484,4158,2010,1,0,NA,NA
5485,4158,2010,1,0,NA,NA
5486,4159,2013,1,0,NA,NA
5487,4160,2012,1,1,STEM MS,6
5488,4161,2006,1,1,OTHER,6
5489,4162,2016,1,1,STEM MS,1
5490,4162,2016,1,1,OTHER,3
5491,4163,2003,0,1,BUSINESS,5
5492,4164,2009,1,0,NA,NA
5493,4164,2009,1,0,NA,NA
5494,4165,2015,0,0,NA,NA
5495,4166,2018,1,0,NA,NA
5496,4166,2018,1,0,NA,NA
5497,4167,2007,1,0,NA,NA
5498,4168,2007,0,1,NA,6
5499,4169,2016,1,0,NA,NA
5500,4170,2011,0,1,OTHER MS,2
5501,4171,2005,0,1,OTHER MS,2
5502,4171,2005,0,1,LAW,6
5503,4172,2019,0,0,NA,NA
5504,4172,2019,0,0,NA,NA
5505,4173,2001,0,0,NA,NA
5506,4173,2001,0,0,NA,NA
5507,4174,2016,0,1,OTHER,2
5508,4175,2011,1,0,NA,NA
5509,4176,2013,0,1,OTHER MS,2
5510,4177,2006,1,0,NA,NA
5511,4177,2006,1,0,NA,NA
5512,4177,2006,1,0,NA,NA
5513,4177,2006,1,0,NA,NA
5514,4177,2006,1,0,NA,NA
5515,4178,2004,0,1,LAW,4
5516,4179,2017,0,1,OTHER MS,5
5517,4180,2019,0,1,LAW,5
5518,4180,2019,0,1,LAW,3
5519,4181,2005,0,1,BUSINESS,4
5520,4181,2005,0,1,STEM MS,0
5521,4181,2005,0,1,OTHER PhD,4
5522,4182,2006,1,0,NA,NA
5523,4182,2006,1,0,NA,NA
5524,4183,2004,0,1,LAW,3
5525,4184,2002,1,0,NA,NA
5526,4184,2002,1,0,NA,NA
5527,4184,2002,1,0,NA,NA
5528,4185,2002,0,0,NA,NA
5529,4186,2013,1,1,LAW,6
5530,4187,2012,1,0,NA,NA
5531,4188,2012,0,0,NA,NA
5532,4189,2016,0,1,OTHER MS,2
5533,4190,2006,0,1,OTHER MS,2
5534,4191,2013,1,0,NA,NA
5535,4191,2013,1,0,NA,NA
5536,4191,2013,1,0,NA,NA
5537,4192,2013,0,1,STEM MS,2
5538,4193,2019,0,0,NA,NA
5539,4194,2011,0,0,NA,NA
5540,4195,2015,0,0,NA,NA
5541,4196,2014,0,1,OTHER,0
5542,4196,2014,0,1,LAW,4
5543,4196,2014,0,1,MEDICAL,1
5544,4197,2018,1,1,LAW,4
5545,4198,2013,0,1,OTHER PhD,2
5546,4198,2013,0,1,LAW,5
5547,4199,2014,1,0,NA,NA
5548,4200,2010,0,0,NA,NA
5549,4201,2019,1,1,STEM PhD,8
5550,4202,2014,0,0,NA,NA
5551,4203,2005,1,1,STEM MS,3
5552,4204,2012,0,0,NA,NA
5553,4205,2012,1,0,NA,NA
5554,4206,2013,0,1,STEM PhD,2
5555,4206,2013,0,1,STEM MS,2
5556,4207,2013,1,0,NA,NA
5557,4207,2013,1,0,NA,NA
5558,4208,2015,0,0,NA,NA
5559,4208,2015,0,0,NA,NA
5560,4208,2015,0,0,NA,NA
5561,4209,2005,0,1,OTHER,3
5562,4210,2015,0,1,OTHER,5
5563,4210,2015,0,1,OTHER,7
5564,4211,2019,0,0,NA,NA
5565,4212,2019,1,1,LAW,2
5566,4213,2012,0,1,OTHER,2
5567,4213,2012,0,1,LAW,6
5568,4214,2018,0,1,BUSINESS,1
5569,4215,2002,0,1,MEDICAL,4
5570,4215,2002,0,1,MEDICAL,3
5571,4216,2015,0,0,NA,NA
5572,4217,2004,0,1,STEM PhD,3
5573,4218,2004,1,1,LAW,9
5574,4218,2004,1,1,OTHER MS,4
5575,4218,2004,1,1,OTHER MS,2
5576,4218,2004,1,1,MEDICAL,4
5577,4219,2010,0,1,OTHER MS,1
5578,4220,2018,0,1,BUSINESS,3
5579,4221,2002,0,1,STEM PhD,10
5580,4222,2012,0,1,OTHER,4
5581,4223,2005,0,1,MEDICAL,3
5582,4223,2005,0,1,OTHER PhD,2
5583,4224,2003,0,1,LAW,4
5584,4225,2017,0,0,NA,NA
5585,4226,2005,1,1,BUSINESS,3
5586,4227,2010,1,0,NA,NA
5587,4228,2012,1,0,NA,NA
5588,4229,2013,0,0,NA,NA
5589,4230,2011,0,1,OTHER MS,2
5590,4231,2004,1,0,NA,NA
5591,4232,2011,1,1,OTHER,5
5592,4233,2008,1,1,BUSINESS,8
5593,4233,2008,1,1,OTHER,6
5594,4234,2007,1,0,NA,NA
5595,4235,2009,1,0,NA,NA
5596,4236,2014,0,1,OTHER,4
5597,4237,2009,1,0,NA,NA
5598,4238,2006,1,1,OTHER MS,1
5599,4239,2010,1,1,OTHER,2
5600,4240,2005,1,0,NA,NA
5601,4240,2005,1,0,NA,NA
5602,4241,2013,1,1,LAW,1
5603,4242,2015,1,0,NA,NA
5604,4242,2015,1,0,NA,NA
5605,4243,2010,1,0,NA,NA
5606,4243,2010,1,0,NA,NA
5607,4243,2010,1,0,NA,NA
5608,4244,2012,0,1,STEM PhD,2
5609,4245,2002,1,1,LAW,2
5610,4246,2004,1,0,NA,NA
5611,4247,2004,1,1,STEM MS,2
5612,4247,2004,1,1,OTHER MS,7
5613,4248,2017,0,0,NA,NA
5614,4249,2013,0,1,LAW,3
5615,4250,2012,0,1,OTHER PhD,2
5616,4251,2012,1,0,NA,NA
5617,4252,2009,0,1,LAW,3
5618,4253,2015,1,0,NA,NA
5619,4254,2018,0,1,STEM MS,3
5620,4254,2018,0,1,MEDICAL,2
5621,4255,2011,0,0,NA,NA
5622,4255,2011,0,0,NA,NA
5623,4256,2014,1,0,NA,NA
5624,4257,2016,0,0,NA,NA
5625,4258,2012,1,1,NA,4
5626,4258,2012,1,1,OTHER MS,3
5627,4259,2005,0,1,OTHER,7
5628,4260,2003,0,1,OTHER PhD,2
5629,4261,2003,1,1,OTHER PhD,10
5630,4261,2003,1,1,LAW,15
5631,4262,2001,0,1,OTHER,2
5632,4263,2002,1,0,NA,NA
5633,4263,2002,1,0,NA,NA
5634,4264,2004,1,1,OTHER PhD,4
5635,4265,2016,1,1,OTHER MS,1
5636,4266,2005,1,0,NA,NA
5637,4266,2005,1,0,NA,NA
5638,4267,2004,1,1,LAW,1
5639,4268,2003,1,1,LAW,2
5640,4269,2013,1,0,NA,NA
5641,4270,2015,1,0,NA,NA
5642,4271,2014,1,1,OTHER MS,3
5643,4271,2014,1,1,LAW,0
5644,4272,2010,1,0,NA,NA
5645,4273,2012,0,0,NA,NA
5646,4274,2007,0,1,LAW,1
5647,4275,2016,1,1,MEDICAL,1
5648,4276,2002,1,1,BUSINESS,3
5649,4277,2001,0,0,NA,NA
5650,4277,2001,0,0,NA,NA
5651,4278,2007,0,1,OTHER MS,9
5652,4279,2011,1,1,LAW,11
5653,4280,2012,0,1,OTHER,3
5654,4280,2012,0,1,NA,2
5655,4281,2004,0,1,STEM PhD,4
5656,4282,2007,1,0,NA,NA
5657,4283,2010,0,1,LAW,7
5658,4284,2018,0,0,NA,NA
5659,4285,2004,1,0,NA,NA
5660,4285,2004,1,0,NA,NA
5661,4286,2018,0,0,NA,NA
5662,4287,2012,1,1,OTHER,1
5663,4288,2005,0,1,OTHER,8
5664,4289,2012,1,1,OTHER PhD,2
5665,4290,2013,1,1,LAW,5
5666,4291,2006,1,0,NA,NA
5667,4292,2011,0,1,BUSINESS,2
5668,4292,2011,0,1,NA,2
5669,4292,2011,0,1,LAW,4
5670,4293,2018,0,0,NA,NA
5671,4294,2012,0,0,NA,NA
5672,4294,2012,0,0,NA,NA
5673,4295,2015,1,1,LAW,8
5674,4296,2007,0,0,NA,NA
5675,4296,2007,0,0,NA,NA
5676,4297,2006,0,0,NA,NA
5677,4298,2007,1,0,NA,NA
5678,4299,2013,0,1,BUSINESS,2
5679,4300,2017,0,0,NA,NA
5680,4300,2017,0,0,NA,NA
5681,4300,2017,0,0,NA,NA
5682,4301,2013,1,0,NA,NA
5683,4302,2011,0,1,LAW,1
5684,4303,2014,1,1,LAW,0
5685,4304,2003,1,0,NA,NA
5686,4304,2003,1,0,NA,NA
5687,4305,2019,1,0,NA,NA
5688,4306,2007,1,0,NA,NA
5689,4307,2004,0,0,NA,NA
5690,4308,2018,0,1,OTHER MS,1
5691,4309,2006,0,0,NA,NA
5692,4309,2006,0,0,NA,NA
5693,4310,2019,0,0,NA,NA
5694,4311,2003,1,0,NA,NA
5695,4312,2008,0,1,OTHER,3
5696,4313,2016,0,1,MEDICAL,2
5697,4314,2018,1,1,BUSINESS,6
5698,4315,2014,0,1,MEDICAL,1
5699,4316,2001,1,0,NA,NA
5700,4316,2001,1,0,NA,NA
5701,4317,2015,0,0,NA,NA
5702,4317,2015,0,0,NA,NA
5703,4318,2017,1,0,NA,NA
5704,4319,2018,1,1,OTHER,2
5705,4320,2003,0,0,NA,NA
5706,4321,2013,1,1,BUSINESS,1
5707,4322,2006,0,1,OTHER PhD,2
5708,4323,2011,0,0,NA,NA
5709,4324,2014,1,1,STEM MS,4
5710,4325,2019,0,1,OTHER,5
5711,4325,2019,0,1,LAW,4
5712,4325,2019,0,1,LAW,1
5713,4326,2009,0,0,NA,NA
5714,4327,2003,0,0,NA,NA
5715,4328,2013,0,1,STEM MS,10
5716,4329,2015,1,1,STEM MS,5
5717,4330,2002,1,0,NA,NA
5718,4331,2010,1,0,NA,NA
5719,4332,2017,0,1,OTHER MS,5
5720,4333,2002,0,0,NA,NA
5721,4334,2013,1,0,NA,NA
5722,4335,2011,0,0,NA,NA
5723,4335,2011,0,0,NA,NA
5724,4336,2011,0,1,BUSINESS,4
5725,4337,2009,0,1,OTHER MS,8
5726,4338,2013,0,1,OTHER,1
5727,4339,2018,0,1,BUSINESS,13
5728,4340,2016,1,1,LAW,2
5729,4341,2007,1,0,NA,NA
5730,4341,2007,1,0,NA,NA
5731,4341,2007,1,0,NA,NA
5732,4342,2006,0,1,BUSINESS,1
5733,4342,2006,0,1,LAW,1
5734,4343,2010,1,0,NA,NA
5735,4343,2010,1,0,NA,NA
5736,4344,2016,0,1,STEM PhD,5
5737,4345,2019,0,0,NA,NA
5738,4346,2010,0,0,NA,NA
5739,4347,2006,1,1,STEM MS,1
5740,4347,2006,1,1,OTHER PhD,5
5741,4347,2006,1,1,STEM MS,2
5742,4348,2008,1,1,OTHER MS,11
5743,4349,2016,1,1,OTHER,4
5744,4349,2016,1,1,MEDICAL,2
5745,4349,2016,1,1,STEM PhD,4
5746,4350,2004,0,1,OTHER PhD,10
5747,4351,2004,1,1,OTHER MS,6
5748,4352,2004,0,1,OTHER,2
5749,4353,2005,0,0,NA,NA
5750,4354,2010,1,0,NA,NA
5751,4355,2017,0,0,NA,NA
5752,4356,2009,0,0,NA,NA
5753,4357,2018,1,0,NA,NA
5754,4357,2018,1,0,NA,NA
5755,4358,2019,1,1,BUSINESS,1
5756,4358,2019,1,1,STEM MS,2
5757,4359,2003,1,0,NA,NA
5758,4360,2013,1,0,NA,NA
5759,4361,2001,0,0,NA,NA
5760,4362,2007,0,0,NA,NA
5761,4363,2017,0,0,NA,NA
5762,4364,2010,1,1,BUSINESS,3
5763,4365,2012,0,1,MEDICAL,5
5764,4366,2009,1,1,MEDICAL,11
5765,4367,2014,1,1,BUSINESS,3
5766,4368,2018,1,1,OTHER PhD,4
5767,4368,2018,1,1,OTHER MS,2
5768,4369,2018,0,1,OTHER,1
5769,4370,2017,0,0,NA,NA
5770,4371,2001,1,0,NA,NA
5771,4372,2019,1,0,NA,NA
5772,4373,2008,0,1,STEM MS,0
5773,4374,2008,1,0,NA,NA
5774,4375,2009,1,0,NA,NA
5775,4375,2009,1,0,NA,NA
5776,4376,2015,0,0,NA,NA
5777,4376,2015,0,0,NA,NA
5778,4377,2010,1,0,NA,NA
5779,4377,2010,1,0,NA,NA
5780,4378,2004,1,0,NA,NA
5781,4379,2004,0,1,OTHER,2
5782,4379,2004,0,1,LAW,1
5783,4380,2001,0,1,LAW,9
5784,4381,2015,0,0,NA,NA
5785,4382,2002,0,1,LAW,5
5786,4383,2018,1,0,NA,NA
5787,4384,2009,1,0,NA,NA
5788,4385,2017,1,1,NA,5
5789,4386,2006,0,0,NA,NA
5790,4387,2001,0,1,OTHER,14
5791,4387,2001,0,1,LAW,4
5792,4388,2016,1,1,BUSINESS,1
5793,4389,2003,1,0,NA,NA
5794,4390,2001,0,1,STEM MS,2
5795,4391,2012,1,0,NA,NA
5796,4392,2009,1,1,OTHER,5
5797,4393,2018,0,1,LAW,2
5798,4394,2015,0,1,MEDICAL,5
5799,4395,2008,0,1,OTHER,7
5800,4396,2019,1,0,NA,NA
5801,4397,2015,0,0,NA,NA
5802,4398,2008,1,1,NA,3
5803,4398,2008,1,1,OTHER,0
5804,4399,2006,0,1,BUSINESS,3
5805,4400,2009,1,1,LAW,3
5806,4401,2014,0,1,NA,5
5807,4402,2004,0,1,STEM PhD,6
5808,4403,2005,1,0,NA,NA
5809,4404,2006,1,0,NA,NA
5810,4405,2010,1,1,OTHER,8
5811,4406,2018,0,1,OTHER MS,2
5812,4407,2018,1,1,MEDICAL,5
5813,4408,2013,1,1,STEM MS,10
5814,4409,2016,1,1,LAW,0
5815,4410,2005,0,1,OTHER PhD,3
5816,4411,2013,0,0,NA,NA
5817,4412,2014,0,0,NA,NA
5818,4413,2006,0,0,NA,NA
5819,4414,2001,1,0,NA,NA
5820,4415,2013,1,1,OTHER MS,2
5821,4416,2010,0,0,NA,NA
5822,4417,2004,1,0,NA,NA
5823,4418,2012,1,0,NA,NA
5824,4419,2014,0,0,NA,NA
5825,4419,2014,0,0,NA,NA
5826,4420,2005,1,0,NA,NA
5827,4420,2005,1,0,NA,NA
5828,4421,2002,1,1,STEM MS,2
5829,4422,2008,0,1,OTHER MS,2
5830,4423,2012,1,0,NA,NA
5831,4424,2004,0,1,BUSINESS,7
5832,4425,2019,1,1,STEM MS,5
5833,4426,2016,1,1,LAW,2
5834,4427,2004,1,0,NA,NA
5835,4428,2007,0,1,STEM PhD,1
5836,4428,2007,0,1,LAW,1
5837,4428,2007,0,1,LAW,0
5838,4429,2007,0,1,LAW,6
5839,4430,2018,0,0,NA,NA
5840,4431,2012,1,0,NA,NA
5841,4432,2008,0,0,NA,NA
5842,4432,2008,0,0,NA,NA
5843,4433,2015,1,1,STEM PhD,8
5844,4434,2001,1,0,NA,NA
5845,4435,2001,0,0,NA,NA
5846,4435,2001,0,0,NA,NA
5847,4436,2003,1,0,NA,NA
5848,4436,2003,1,0,NA,NA
5849,4437,2016,0,1,OTHER MS,10
5850,4437,2016,0,1,STEM MS,4
5851,4438,2014,0,1,STEM MS,3
5852,4439,2014,1,1,LAW,4
5853,4440,2007,1,0,NA,NA
5854,4440,2007,1,0,NA,NA
5855,4441,2014,1,1,STEM MS,1
5856,4442,2016,0,0,NA,NA
5857,4443,2003,1,1,STEM PhD,3
5858,4443,2003,1,1,STEM MS,3
5859,4444,2002,1,0,NA,NA
5860,4444,2002,1,0,NA,NA
5861,4445,2018,0,0,NA,NA
5862,4445,2018,0,0,NA,NA
5863,4446,2005,0,1,BUSINESS,3
5864,4447,2017,1,1,OTHER,6
5865,4448,2014,1,1,STEM MS,11
5866,4449,2003,0,0,NA,NA
5867,4449,2003,0,0,NA,NA
5868,4450,2014,1,0,NA,NA
5869,4451,2001,0,1,OTHER MS,2
5870,4452,2003,0,0,NA,NA
5871,4453,2001,0,0,NA,NA
5872,4454,2004,1,1,OTHER,2
5873,4455,2010,1,1,BUSINESS,7
5874,4456,2015,0,0,NA,NA
5875,4456,2015,0,0,NA,NA
5876,4456,2015,0,0,NA,NA
5877,4457,2002,1,1,OTHER,2
5878,4458,2002,0,1,BUSINESS,2
5879,4459,2019,1,0,NA,NA
5880,4460,2007,0,0,NA,NA
5881,4461,2010,1,1,OTHER PhD,4
5882,4462,2010,0,0,NA,NA
5883,4462,2010,0,0,NA,NA
5884,4463,2014,0,1,OTHER,2
5885,4464,2019,1,0,NA,NA
5886,4465,2002,0,1,STEM PhD,5
5887,4465,2002,0,1,OTHER,7
5888,4466,2009,0,0,NA,NA
5889,4467,2011,1,1,LAW,10
5890,4467,2011,1,1,LAW,11
5891,4468,2007,1,0,NA,NA
5892,4469,2014,1,1,OTHER,2
5893,4470,2019,1,0,NA,NA
5894,4470,2019,1,0,NA,NA
5895,4471,2016,0,1,OTHER,9
5896,4471,2016,0,1,STEM MS,9
5897,4472,2005,0,0,NA,NA
5898,4473,2005,1,0,NA,NA
5899,4473,2005,1,0,NA,NA
5900,4474,2013,1,0,NA,NA
5901,4474,2013,1,0,NA,NA
5902,4474,2013,1,0,NA,NA
5903,4474,2013,1,0,NA,NA
5904,4474,2013,1,0,NA,NA
5905,4474,2013,1,0,NA,NA
5906,4474,2013,1,0,NA,NA
5907,4475,2015,1,1,LAW,0
5908,4476,2013,1,0,NA,NA
5909,4477,2010,1,1,MEDICAL,13
5910,4477,2010,1,1,BUSINESS,10
5911,4478,2016,0,0,NA,NA
5912,4479,2012,1,1,LAW,2
5913,4480,2006,1,0,NA,NA
5914,4481,2003,1,0,NA,NA
5915,4482,2003,0,0,NA,NA
5916,4483,2003,1,1,OTHER,2
5917,4484,2018,0,0,NA,NA
5918,4485,2007,0,0,NA,NA
5919,4486,2016,1,1,OTHER MS,0
5920,4487,2019,0,0,NA,NA
5921,4488,2016,1,1,STEM PhD,10
5922,4488,2016,1,1,OTHER,6
5923,4489,2008,1,0,NA,NA
5924,4490,2016,0,1,OTHER PhD,6
5925,4491,2002,1,0,NA,NA
5926,4491,2002,1,0,NA,NA
5927,4491,2002,1,0,NA,NA
5928,4491,2002,1,0,NA,NA
5929,4492,2001,1,0,NA,NA
5930,4492,2001,1,0,NA,NA
5931,4493,2005,0,1,OTHER MS,3
5932,4494,2001,1,0,NA,NA
5933,4495,2011,1,0,NA,NA
5934,4496,2009,1,0,NA,NA
5935,4497,2002,1,0,NA,NA
5936,4498,2006,0,0,NA,NA
5937,4499,2014,1,0,NA,NA
5938,4499,2014,1,0,NA,NA
5939,4499,2014,1,0,NA,NA
5940,4500,2002,1,0,NA,NA
5941,4501,2003,1,0,NA,NA
